,title,combined
3608,Morya,Dramas International Movies  SantoshJuvekar ChinmayMandlekar PariTelang S.Joshi DilipPrabhavalkar GaneshYadav PushkarShrotri Morya Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival
3609,Powder,Crime TV Shows International TV Shows TV Dramas  ManishChaudhary PankajTripathi GeetikaTyagi RahulBagga Powder Two men who grew up in Mumbais slums are drawn into the citys brutal narcotics trade where they fight on opposite sides of the law
3610,Premachi Goshta,International Movies Romantic Movies  AtulKulkarni SagarikaGhatge RohiniHattangadi SulekhaTalvalkar MeeraWelankar SatishRajwade Premachi Goshta A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselors office with unexpected results
3611,ReMind,International TV Shows TV Dramas TV Mysteries  Keyakizaka46 ReMind Eleven high school classmates awaken restrained to a large dining room While fearing for their lives they question a motive to this bizarre act
3612,Sakhi,Dramas International Movies Music  Musicals  AshokSaraf SonaliKulkarni SubodhBhave UshaNadkarni RaghavendraKadkol PushkarShrotri LokeshGupte SantoshJuvekar JyotiJoshi KishorMahabole Sakhi Caught in a downward spiral of failed career moves misguided ambitions and bad relations a pair of lost souls find hope in an unexpected friendship
3613,Sarivar Sari,Dramas International Movies  MadhuraVelankar MohanJoshi NinaKulkarni ManasiSalvi MilindGunaji ShreyasTalpade BharatJadhav Sarivar Sari Raised in workingclass Mumbai Manisha has an independent spirit that angers her father who favors Manishas medical student sister Mini Things reach a breaking point when Manishas father beats her for accepting a modeling contract
3614,Solomon Kane,Action  Adventure International Movies SciFi  Fantasy  JamesPurefoy PetePostlethwaite RachelHurd-Wood AliceKrige JasonFlemyng MackenzieCrook PatrickHurd-Wood MaxvonSydow Solomon Kane In this epic tale a oncemurderous sea captain is holed up in a monastery in retreat from the devil whom the captain fears is coming for his soul
3615,Tukaram,Dramas Faith  Spirituality International Movies  JitendraJoshi PrateekshaLonkar SharadPonkshe RadhikaApte VeenaJamkar YatinKaryekar SmitaTambe VrishasenDabholkar Tukaram A child whose innocence and devotion set him apart from the other children of his village grows up to be one of the foremost saints of India
3616,Zenda,Dramas International Movies  SantoshJuvekar SiddharthChandekar SachitPatil ChinmayMandlekar RajeshShringarpure PushkarShrotri TejashreePradhan NehaJoshi Zenda A change in the leadership of a political party sparks bitter conflict and the partys division into two rival factions
3617,A Heavy Heart,Dramas Independent Movies International Movies  PeterKurth LenaLauzemis LinaWendel EdinHasanovic MarkoDyrlich PeterSchneider ReinerSchöne UdoKroschwald A Heavy Heart Long past his heyday a stillvirile boxer tries to reconnect with his daughter as he confronts the onset of a terminal degenerative neural disorder
3618,Aram Aram,Dramas Independent Movies  JohnRoohinian LevonSharafyan SevakHakoyan DavidVillada MikeGhader RazmikMansuryan LoritaMeg AmySanders AllaTumanian Aram Aram Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles and overwhelmed by culture shock he falls prey to an Armenian gang
3619,La Coppia dei Campioni,Comedies International Movies  MassimoBoldi MassimilianoTortora AnnaMariaBarbera MassimoCeccherini PiaLanciotti FloraCanto La Coppia dei Campioni After winning a shared trip to a soccer match two colleagues who hold opposite world views find theyre stuck traveling together for the duration
3620,Nightmare High,International TV Shows Korean TV Shows TV Dramas  So-hyunKim Min-hyukLee Ki-joonUhm Da-YeKim Seung-doBaek Shin-aeSeo Nightmare High After a new teacher arrives students dreams begin to come true Class president Yerim must solve the nightmarish mystery before its too late
3621,Spark,International TV Shows Korean TV Shows Romantic TV Shows  Jong-chanNa Bo-raNam Da-youngJoo YeoOne Ki-sungBae Jin-jooPark Eun-sooKwon Spark A young womans life gets a jumpstart after she and a musical genius are both struck by the same falling star But will the side effects derail love
3622,The Fury of a Patient Man,International Movies Thrillers  AntoniodelaTorre LuisCallejo RuthDíaz RaúlJiménez ManoloSolo FontGarcía PilarGómez AliciaRubio The Fury of a Patient Man After his lover is killed in a jewelry store robbery quiet José romances café owner Ana whos unaware he has other motivations
3623,The Memory of Water,Dramas International Movies  ElenaAnaya BenjamínVicuña NéstorCantillana SergioHernández SilviaMarty EtienneBobenrieth AntoniaZegers PabloCerda The Memory of Water When the accidental death of a couples young son sends them grieving in opposite directions theyre forced to reexamine their life and marriage
3624,Grass,Comedies Independent Movies  EmilyChang PiaShah AnthonyMa Grass Good girl Cam recruits her potloving bestie Jinky to help deliver a backpack full of weed for her drugdealing fiancé
3625,Ken Jeong You Complete Me Ho,StandUp Comedy  KenJeong Ken Jeong You Complete Me Ho In his firstever standup special Ken Jeong pays tribute to his wife and shares stories about Hollywood and how The Hangover saved his life
3626,Chris Rock Tamborine,StandUp Comedy  ChrisRock Chris Rock Tamborine Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood infidelity and American politics
3627,Love Per Square Foot,Comedies International Movies Romantic Movies  VickyKaushal AngiraDhar AlankritaSahai RaghuvirYadav RatnaPathakShah SupriyaPathak Love Per Square Foot Individually bank employees Sanjay and Karina dont earn enough to be able to buy a home so they decide to enter into a marriage of convenience
3628,Girlfriends Day,Comedies Independent Movies  BobOdenkirk AmberTamblyn NatashaLyonne AlexKarpovsky StacyKeach AndyRichter EdBegleyJr. DavidSullivan LarryFessenden JuneDianeRaphael RichSommer StevenMichaelQuezada EchoKellum StephanieCourtney TobyHuss TuckerSmallwood KevinO'Grady NateMooney Girlfriends Day When hes caught up in a deadly conspiracy an unemployed greeting card writer must create the perfect card for a new holiday to save his skin
3629,Katherine Ryan In Trouble,StandUp Comedy  KatherineRyan Katherine Ryan In Trouble Standup comic Katherine Ryan reminisces about unusual relationships life in the hometown she hates and the time she enraged an entire nation
3630,Me and the Alien,Comedies Dramas International Movies  InesDeTavira JuanPabloCampa PacodelaFuente JuanUgarte CarlosAragón GloriaToba JessyBulbo TatoAlexander FabiolaGuajardo ArturoCarmona Me and the Alien Hoping to pump up their sound a punk band hires Pepe a keyboardist with Down Syndrome but tensions erupt when he steals the show with his talent
3631,White Nights,International TV Shows Korean TV Shows TV Dramas  Yo-WonLee GooJin U-ie Hae-inJung Gook-hwanJeon Han-yongJeong White Nights A coldhearted heiress a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power
3632,Sister Code,Comedies Dramas Romantic Movies  DrewSidora EvaMarcille AmberRose MarcusT.Paulk EricaAsh EssenceAtkins AminJoseph RolondaWatts BrooklynMcLinn DonHaleJr. DuaneMartin Anne-MarieJohnson Sister Code After the death of their beloved mother three foster sisters find their bond tested by old grudges career tensions and a startling revelation
3633,Merantau,Action  Adventure Dramas International Movies  IkoUwais SiscaJessica ChristineHakim MadsKoudal YusufAulia AlexAbbad YayanRuhian LaurentBuson DonnyAlamsyah RatnaGalih Merantau In this fastpaced Indonesian thriller a young martial arts master travels to Jakarta where he saves an orphan from a humantrafficking ring
3634,Ten Years,Dramas Independent Movies International Movies  WongJing LauHo-Chi LeungKin-Ping Ten Years Five shorts reveal a fictional Hong Kong in 2025 depicting a dystopian city where residents and activists face crackdowns under ironfisted rule
3635,Clouds of Sils Maria,Dramas International Movies  JulietteBinoche KristenStewart ChloëGraceMoretz LarsEidinger JohnnyFlynn AngelaWinkler HannsZischler BradyCorbet Clouds of Sils Maria A middleaged actress is cast in a film adaptation of the play that made her famous 20 years earlier but in a much less glamorous role
3636,We the Animals,Dramas Independent Movies  EvanRosado JosiahGabriel IsaiahKristian RaúlCastillo SheilaVand GiovanniPacciarelli TerryHolland MoeIsaac MickeyAnthony TomMalley We the Animals A trio of brothers cope with their parents volatile relationship by running wild and unchecked and one of them experiences a visceral awakening
3637,Stronger Than the World,Action  Adventure Dramas International Movies  JoséLoreto CleoPires MilhemCortaz JacksonAntunes ClaudiaOhana RômuloArantesNeto PalomaBernardi ThailaAyala RafinhaBastos FelipeTitto Stronger Than the World After a tough upbringing naturalborn fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic
3638,Cyborg 009 Call of Justice,Anime Series International TV Shows  KeisukeKoumoto RisaTaneda MisatoFukuen TakuyaSato SatoshiHino KenjiNomura MitsuakiMadono SetsujiSato HarukiIshiya RyoSugisaki YuiMakino KazuhikoInoue YukoKaida Cyborg 009 Call of Justice Years after taking up normal lives incognito the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity
3639,David Brent Life on the Road,Comedies International Movies  RickyGervais DocBrown TomBasden JoHartley TomBennett AndrewBrooke NinaSosanya AndyBurrows KevinBishop RoisinConaty DianeMorgan AshleyMcGuire AlexanderArnold MandeepDhillon David Brent Life on the Road With The Office long in the past middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom
3640,Grillo vs Grillo,StandUp Comedy  BeppeGrillo Grillo vs Grillo Outspoken comedian Beppe Grillo reminisces about his long career including the triumphs and controversies that fueled his rise in Italian politics
3641,Metallica Some Kind of Monster,TV Shows  JamesHetfield LarsUlrich KirkHammett RobertTrujillo Metallica Some Kind of Monster This collection includes the acclaimed rock documentary about Metallica plus a film checking in with the stillthriving group 10 years later
3642,About a Boy,Comedies Dramas International Movies  NicholasHoult ToniCollette VictoriaSmurfit SharonSmall NataliaTena IsabelBrook HughGrant RachelWeisz NicholasHutchison About a Boy Hip irresponsible Londoner Will invents an imaginary son and starts attending singleparent meetings to find available women
3643,Always a Witch,International TV Shows SpanishLanguage TV Shows TV Dramas  AngelyGaviria SebastiánEslava LuisFernandoHoyos VerónicaOrozco LenardVanderaa SofíaAraujo DylanFuentes ValeriaEmiliani DubánPrado CarlosQuintero Always a Witch A young 17thcentury witch time travels to the future to save the man she loves but first must adjust to presentday Cartagena and defeat a dark rival
3644,Beast Legends,Docuseries  SteveLeonard FrancisManapul KathrynDenning ScottEdwards MikePaixao Beast Legends A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology
3645,Billy Elliot,Dramas Independent Movies International Movies  JamieBell GaryLewis StuartWells BillyFane ColinMacLachlan NicolaBlackwell CarolMcGuigan JoeRenton JanineBirkett CharlieHardwick MikeElliot JeanHeywood JamieDraven JulieWalters TrevorFox AdamCooper Billy Elliot When a boy trades boxing school for ballet lessons he may take his newfound talent all the way to the top  and win over his disapproving father
3646,Cats  Dogs The Revenge of Kitty Galore,Children  Family Movies Comedies  JamesMarsden NickNolte ChristinaApplegate KattWilliams BetteMidler NeilPatrickHarris SeanHayes WallaceShawn RogerMoore JoePantoliano MichaelClarkeDuncan ChrisO'Donnell JackMcBrayer KiernanShipka Cats  Dogs The Revenge of Kitty Galore Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination
3647,Dear Ex,Comedies Dramas International Movies  RoyChiu HsiehYing-xuan JosephHuang SparkChen Dear Ex A teen navigates a bitter feud between his willful mom and a freespirited man whos the lover and insurance beneficiary of his recently deceased dad
3648,ECigarettes Miracle or Menace,Documentaries  MichaelMosley ECigarettes Miracle or Menace This documentary investigates the surge in vaping culture and whether ecigarettes can really help smokers kick the habit
